"","X","unique_Id","fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","total","year","month","day","dayOfWeek","hour","timeOfDay","dist","to_jfk","to_nkw","to_lag","to_msg","to_ts","to_freedom","to_grand","to_bronx","to_nyc"
"4251",4253,"000000231",4.5,-73.982615,40.75219,-73.990012,40.756947,5,1.50407739677627,"2009","8",23,"1",0,"Night",0.817311299512454,43.208441553124,34.8708676293989,19.6937665564839,1.69930292785978,1.24217778313486,10.4000179899131,1.6376155253791,17013.3537847656,9.63156289614821
"4252",4254,"000000178",25.7,-73.78202,40.644542,-73.898392,40.64528,1,3.24649099190117,"2012","8",11,"7",23,"Night",9.81869093472763,10.6482003612798,57.2789492231266,31.8519585688461,35.5417422406627,35.9213079496781,33.1899570659482,34.0487056632526,16984.5236628604,32.3429927223594
"4253",4255,"00000047",13,-73.964667,40.769792,-73.972667,40.79246,1,2.56494935746154,"2012","12",14,"6",15,"Evening",2.60901719092337,44.7296254034236,40.3065395225312,16.1438322784793,8.21563168163297,5.9800989440894,17.0697633728189,6.61156195573689,17011.5587013721,16.2717290775626
"4254",4256,"000000191",7.5,-73.999885,40.726812,-74.00429,40.740555,3,2.01490302054226,"2013","2",9,"7",14,"Evening",1.57257923767252,43.0134974173956,30.7199897875406,23.8647358443462,4.12689404130691,6.38192093457077,5.13002526941866,6.10705804591839,17015.0814881556,4.44871868727848
"4255",4257,"000000149",6.5,-73.969325,40.757832,-73.956583,40.775402,4,1.87180217690159,"2013","3",17,"1",0,"Night",2.22899839250588,41.8648578260518,39.5835887362701,15.3308894049232,6.34279587019427,4.35632013774127,14.7000953509673,3.93886798736833,17010.0003712688,13.7709366763442
"4256",4258,"000000125",15,-73.97736,40.779475,-73.993815,40.742472,5,2.70805020110221,"2014","10",24,"6",12,"Mid-Day",4.34168158611647,44.1479513582819,35.7184332870665,19.5811292889163,4.38696513510027,4.34758140251397,11.7208454810471,4.78074050196953,17013.5049203299,10.9836039178827
"4257",4259,"00000037",10.9,-73.891643,40.747283,-73.843912,40.721225,1,2.3887627892351,"2009","3",22,"1",8,"Morning",4.95676990667318,25.6603541061377,52.7780859132182,10.73319057789,21.588358949319,20.5887085117296,25.2723023255858,18.9949903013976,16992.8862045795,24.061928687764
"4258",4260,"000000202",3.7,-73.961363,40.760403,-73.96136,40.765867,1,1.30833281965018,"2010","12",7,"3",18,"Night",0.607569131721882,41.0970950922795,39.4816826837183,15.142179673487,6.10863650158251,4.15048426367992,14.2420247139222,3.56604180674151,17009.5894909556,13.2770755028978
"4259",4261,"0000002",57.33,-73.951435,40.769914,-73.782623,40.648778,1,4.04882404692029,"2013","3",19,"3",18,"Night",19.5932737649375,21.3601161278451,54.1741091625558,22.9990833343636,25.2049583618639,24.0945177817943,28.9473418350861,22.9580449583756,16991.6933181848,27.9581720833872
"4260",4262,"0000001",8.2,-73.987687,40.719869,-74.004588,40.740683,1,2.10413415427021,"2009","1",14,"4",1,"Night",2.71746423329718,41.7776897269818,31.5152891893724,23.4117973832826,4.88204938706412,6.95284217022996,5.5080038696234,6.42226518719541,17013.9530773052,4.65131717957618
"4261",4263,"0000003",3.7,-73.951208,40.770272,-73.952936,40.775815,1,1.30833281965018,"2009","11",8,"1",18,"Night",0.633297147738866,41.4570033911205,41.8404338897113,13.2294767987723,8.59883047303897,6.41958694511218,16.9443206480254,6.21790865547387,17008.472982568,15.9819696510489
"4262",4264,"0000002",5.3,-73.995757,40.687416,-73.995591,40.695731,1,1.66770682055808,"2012","1",12,"5",12,"Mid-Day",0.924691737060083,38.3771733781323,30.1722740175561,28.2639822364118,13.1102659835939,15.0787172878209,5.5918309217926,13.9472914863661,17012.2439236801,5.34957924456601
"4263",4265,"0000004",9.3,-73.988874,40.731465,-73.996013,40.760011,1,2.23001440015921,"2012","6",10,"1",3,"Morning",3.2306424439723,43.0257461765657,33.2887952793706,21.5152429641023,3.23090265090932,3.99457217984967,8.39786528278456,4.33883383580142,17013.9947495953,7.59661157730173
"4264",4266,"0000001",13.5,-73.990867,40.756212,-73.977907,40.734166,1,2.60268968544438,"2013","6",23,"1",13,"Mid-Day",2.6835416311916,41.7824140122848,34.4594609904856,20.2351881085709,2.90663943986802,3.38659109759825,9.02417973826329,3.2773761330862,17012.6387716298,8.12673287165596
"4265",4267,"00000063",9.5,-73.985917,40.734935,-73.964743,40.755822,5,2.2512917986065,"2013","7",10,"4",20,"Night",2.9284740774114,40.6240776982492,35.8316602896332,18.6888285591236,4.32734465418893,4.41413108679509,9.69638971041243,3.21267918322049,17011.1490801556,8.69347808083731
"4266",4268,"00000036",15,-73.994265,40.75088,-73.988083,40.737902,1,2.70805020110221,"2014","5",3,"7",19,"Night",1.53418848736248,42.6303502855584,33.2603605546832,21.2403739156509,1.55493558435122,3.52785786332247,8.06329374777405,3.33528976646296,17013.727876434,7.26520278170234
"4267",4269,"0000001",49.15,-73.789193,40.641959,-73.970787,40.79873,1,3.89487684659318,"2009","5",7,"5",21,"Night",23.1966798621977,24.8163620327949,53.9503742433136,25.2700351199963,26.7158801542532,25.609663124148,30.6955332788088,25.2177090477686,16994.3013934905,29.8679676063307
"4268",4270,"0000006",5.3,-73.98594,40.758212,-73.980793,40.765878,1,1.66770682055808,"2009","10",24,"7",19,"Night",0.956313261804933,43.8133066857034,36.0315832175652,18.8166805989947,3.07594299431742,0.960725426306696,12.0846301793757,2.45416763040463,17013.1823680011,11.3329342026653
"4269",4271,"000000133",10.5,-73.982592,40.7451,-73.991125,40.732057,1,2.35137525716348,"2011","7",10,"1",19,"Night",1.61872242596631,41.3500143803532,33.4794336986531,21.0534893522441,3.15034474724954,4.57661784137148,7.29656085152973,3.5372235029603,17012.7686304487,6.35039578486825
"4270",4272,"000000205",7.3,-73.976345,40.780867,-73.978138,40.763137,2,1.98787434815435,"2011","12",4,"1",12,"Mid-Day",1.97725934315021,44.4353604064732,38.0058969654687,17.5650578340754,5.57391972310887,3.30365248057441,14.5440716548003,4.29608260801582,17012.590489583,13.7794044912384
"4271",4273,"0000008",8.1,-73.958378,40.772867,-73.98063,40.744963,2,2.09186406167839,"2012","7",27,"6",21,"Night",3.62489794532198,41.6952866982438,37.8986385946635,16.8832080840665,5.09772098571645,4.32913520255039,12.6663484358128,3.65372919851774,17010.7579922979,11.7331186933041
"4272",4274,"000000252",7,-74.00527,40.718337,-74.005463,40.73814,2,1.94591014905531,"2013","11",3,"1",1,"Night",2.20205318837063,42.9715324064563,29.8603433190579,24.9216165827737,5.42285442456768,7.69588137184776,3.83544390034253,7.3729769616152,17015.3944264264,3.14005849944077
"4273",4275,"000000112",9.3,-73.951195,40.785387,-73.974397,40.753365,1,2.23001440015921,"2012","4",26,"5",7,"Morning",4.06155376069099,42.384393760725,39.9229828684915,15.4609276737255,6.89343440661477,5.19351803828845,15.2222699822342,4.49081849838335,17010.091449436,14.3081285069129
"4274",4276,"0000003",18.5,-74.003332,40.714683,-73.994463,40.750801,1,2.91777073208428,"2012","9",25,"3",12,"Mid-Day",4.08507250987939,42.6031972791747,31.3317889847394,23.6513893253329,4.16523697037912,6.34816464996201,5.40390459005802,6.2357542324894,17014.5143350219,4.45962161644419
"4275",4277,"0000002",7.5,-73.977251,40.779467,-73.978223,40.763997,1,2.01490302054226,"2012","12",1,"7",14,"Evening",1.72213180436919,44.4516170109833,37.8962461636563,17.6277006619762,5.46777550620853,3.19091675950897,14.4524292108528,4.23547843026407,17012.660981942,13.6923795995271
"4276",4278,"0000001",52,-73.987712,40.760107,-73.787011,40.647423,1,3.95124371858143,"2014","11",30,"1",12,"Mid-Day",21.0529283191069,23.0769537798335,50.6041029298027,26.1686819156998,22.005695831714,21.0539505027169,26.1222159932692,21.0610903941867,16994.8197080235,25.2774344026088
"4277",4279,"0000005",7,-73.9727020263672,40.7574234008789,0,0,1,1.94591014905531,"2015","4",7,"3",23,"Night",8665.22376672128,8667.58767317237,8699.16736068866,8666.15020585332,8668.70141985357,8667.33745909231,8673.71983948394,8666.14695991752,8669.40964514301,8672.71322242362
"4278",4280,"0000001",8.5,-73.9775848388672,40.7635307312012,-73.9508438110352,40.7716636657715,5,2.14006616349627,"2015","5",22,"6",21,"Night",2.42679367510708,42.1682234094343,39.4666345469644,15.412777412649,6.25595896254011,4.03113224728609,14.8191901921006,4.26643095583262,17010.2502467527,13.9244795824005
"4279",4281,"00000015",14.5,-73.989952,40.735212,-73.95371,40.78788,1,2.67414864942653,"2014","11",6,"5",6,"Morning",6.60414563739506,42.7072100326997,37.9441823247797,17.6963015505636,7.05825069266936,6.83336155112872,12.9444063986077,6.60514138598403,17011.2552015236,12.039981999745
"4280",4282,"0000002",11.3,-73.987406,40.72535,-73.948621,40.778071,1,2.42480272571829,"2009","10",4,"1",1,"Night",6.71121069210327,40.8962504586343,37.6957378331227,17.5464771387764,7.70195157840761,7.47485032134213,11.692851146132,6.86873901894961,17010.2079772099,10.6387858925839
"4281",4283,"0000001",5,-73.98531,40.735826,-73.977304,40.746924,1,1.6094379124341,"2013","6",8,"7",11,"Mid-Day",1.40634181963242,40.8828153955538,34.5608445090719,19.9361248002661,3.18130993324149,4.05055637900965,8.36680109371301,2.63914633436848,17011.9683365591,7.38276950189409
"4282",4284,"000000171",9.5,-73.969247,40.753882,-73.990238,40.751507,3,2.2512917986065,"2013","8",20,"3",18,"Night",1.78776827849119,42.0855523009873,35.7107686415009,18.7492959292218,2.35791609178377,2.37620368081784,10.6359365398783,1.7889130344954,17012.1878489421,9.78195601004258
"4283",4285,"0000003",8,-73.973721,40.784332,-73.95805,40.781975,1,2.07944154167984,"2014","4",17,"5",19,"Night",1.34520381044329,44.6967385334182,40.8700963861807,15.5017731151335,8.70558704021383,6.41693324978724,17.6423426219965,7.16232351067887,17011.1847309096,16.842386428136
"4284",4286,"00000014",18.5,-74.001579284668,40.7306327819824,-74.0000686645508,40.6873512268066,6,2.91777073208428,"2015","3",10,"3",22,"Night",4.81437342875689,40.7110773234905,29.9850925834275,26.7372182021469,9.3583939401028,11.4913516886888,5.26346071791536,10.7176085820221,17013.8311237846,4.90424275585286
"4285",4287,"000000126",8.5,-73.969182,40.790712,-73.9931,40.755297,5,2.14006616349627,"2009","8",1,"7",10,"Mid-Day",4.42313947488145,45.2559492465981,37.5844298905235,18.489403904888,5.44851165372003,4.56670634701156,14.4763350444313,5.65040309318888,17013.278310297,13.7786797178762
"4286",4288,"0000004",7,-73.976565,40.780433,-73.962012,40.775375,1,1.94591014905531,"2013","6",3,"2",16,"Evening",1.34829757497639,44.2928924997806,39.7944399577533,16.059236235351,7.44386572995739,5.17134969859979,16.3500687490374,5.91148331511382,17011.5251310262,15.550240012434
"4287",4289,"0000002",3.3,-73.965766,40.76265,-73.961843,40.767961,1,1.19392246847243,"2009","4",28,"3",12,"Mid-Day",0.676692232195133,41.7274546899299,39.3095572817143,15.4368876360598,5.98279888104857,3.88357709626567,14.3773905309883,3.6005071941204,17010.0853350612,13.4472480154176
"4288",4290,"00000066",4.1,-73.97386,40.763278,-73.97612,40.758687,1,1.41098697371026,"2009","5",7,"5",14,"Evening",0.54482777645831,42.5513698401352,37.1953265747968,17.480618662243,3.89106128605024,1.82122693649225,12.5378114363883,1.88130448757096,17011.7521697502,11.6787796189054
"4289",4291,"00000033",9.3,-73.979105,40.789065,-73.97238,40.762912,5,2.23001440015921,"2010","1",13,"4",8,"Morning",2.96270179087543,44.8387839358952,38.7259742893025,17.3953271860206,6.69887250906966,4.55246769062166,15.5357761160218,5.25269842449249,17012.511145211,14.770586690585
"4290",4292,"000000123",45,-74.031268,40.703843,-73.969337,40.55171,1,3.80666248977032,"2012","5",7,"2",15,"Evening",17.7054019456348,41.427356211623,35.3012823819145,42.1868366561313,28.2882738562686,30.3302977209044,20.0828819393442,29.4491244968898,17010.3193388487,20.7236301224575
"4291",4293,"000000116",10,-74.000812,40.731952,-73.972037,40.754315,1,2.30258509299405,"2013","1",13,"1",19,"Night",3.47276431794067,41.9340158821976,33.9037366496237,20.5943828285486,4.00372681999765,4.48846590581626,8.18216950054017,3.51676765903846,17012.8896346545,7.35318234814074
"4292",4294,"0000003",5.7,-73.98416,40.758111,-73.993192,40.752949,1,1.7404661748405,"2011","11",13,"1",21,"Night",0.953011845756467,43.6660281642641,34.5916985537136,20.0109794086349,1.42265639517808,1.06814223700545,10.4068676596035,2.1874088611357,17013.78520364,9.68646325857654
"4293",4295,"000000106",5.7,-73.97431,40.791393,-73.982175,40.776197,1,1.7404661748405,"2010","4",17,"7",10,"Mid-Day",1.81483969117518,46.3175526791467,39.1739320464283,17.6709926420748,7.83260924789355,5.66459454121577,16.8839412204885,6.95547200296532,17013.2547796026,16.1950482607982
"4294",4296,"00000018",5,-73.949802,40.789782,-73.956055,40.781508,1,1.6094379124341,"2013","1",17,"5",5,"Morning",1.06000144121133,43.5888677980587,43.0285027427522,13.4082705574407,10.3729120869325,8.04909857602238,19.156161548011,8.38993109884316,17009.1484085296,18.2703430855119
"4295",4297,"0000001",4.5,-73.962331,40.767853,-73.966897,40.763886,1,1.50407739677627,"2013","3",27,"4",11,"Mid-Day",0.585189090315384,41.9115105391261,39.2390776835984,15.5420791365824,5.93432861668728,3.79090848034886,14.4012705985088,3.61599708932325,17010.2430555719,13.4820664001187
"4296",4298,"0000004",14,-73.99787,40.755825,-73.975137,40.73345,1,2.63905732961526,"2014","2",11,"3",18,"Night",3.13970891956657,42.0009175259988,34.1115904023535,20.6560309122893,3.14334137320222,4.08038252048774,8.93556346263153,3.92295862530011,17012.9654599014,8.08357920045334
"4297",4299,"0000003",4.5,-73.984875,40.758652,-73.984875,40.758652,1,1.50407739677627,"2014","3",5,"4",2,"Night",0,43.5487829122256,35.4670554517454,19.2148022592976,2.31283572349674,0.0669205976270752,11.2932879801227,1.85034168562349,17013.2884244622,10.5364009031351
"4298",4300,"0000002",57.33,-73.971242,40.800218,-73.782449,40.648748,1,4.04882404692029,"2014","6",3,"3",9,"Mid-Day",23.1687062326288,24.9307607792149,54.464147875239,24.9303165477298,26.9123022731696,25.7601541280238,31.0918002547512,25.3859158916714,16993.9569264241,30.2521152650186
"4299",4301,"00000093",10.9,-73.982077,40.771803,-73.983412,40.762352,1,2.3887627892351,"2009","10",22,"5",9,"Mid-Day",1.05690004444745,44.4244368838764,36.6437950456966,18.5336005162813,4.11706050672441,1.86648891944361,13.1536725215188,3.35750561405909,17013.2921950763,12.4251486850034
"4300",4302,"0000001",12.9,-73.984691,40.759012,-74.010137,40.70976,1,2.55722731136763,"2010","10",18,"2",10,"Mid-Day",5.88129362284578,42.7825704389392,31.8027764773455,23.3963488322272,5.94201818027813,5.89383001766002,6.11667784909227,6.4664833806618,17014.3390201977,5.89413026742699
"4301",4303,"000000168",6.5,-73.982987,40.759127,-73.975548,40.751888,5,1.87180217690159,"2009","11",20,"6",9,"Mid-Day",1.02007035617499,42.3743308167392,36.0448160060299,18.5083713847167,2.81149376373058,1.30013593265174,11.1634355078115,1.03093632603164,17012.2280983082,10.30828704075
"4302",4304,"00000071",6.1,-73.973658,40.759922,-73.962273,40.776038,1,1.80828877117927,"2011","8",23,"3",16,"Evening",2.03238573326493,42.687292747027,38.9552426306979,16.0965333800557,5.83015679107548,3.67724385829768,14.483162923116,3.74021223211104,17010.8866834138,13.6065042738841
"4303",4305,"00000033",25.3,-73.990995,40.700013,-73.96423,40.794668,1,3.23080439573347,"2011","3",12,"7",5,"Morning",10.7639485942593,42.2762933595443,36.7413934839962,20.9959752758216,11.1088394254792,10.9149074476985,12.3686280719761,10.7654736504199,17011.611901727,11.6697572022927
"4304",4306,"000000139",13.7,-74.00527,40.749027,-73.956165,40.78813,6,2.61739583283408,"2012","1",27,"6",9,"Mid-Day",6.00053824911951,44.7659361893266,37.1394727641215,18.5389182235044,6.24204036510413,6.08490846601538,13.7714510057961,6.71908094917343,17013.0219896423,13.1261254899423
"4305",4307,"0000006",8,-73.995163,40.739348,-73.981053,40.758238,1,2.07944154167984,"2014","7",11,"6",21,"Night",2.41345799417699,42.7920031069994,34.1039749026376,20.4230331721439,2.59870682440282,2.68222186641327,9.08840731174123,2.8160305619523,17013.4068680685,8.30076820007242
"4306",4308,"000000200",13.7,-73.980372,40.758795,-73.953998,40.77946,1,2.61739583283408,"2009","10",15,"5",14,"Evening",3.19579266019776,42.8313596534711,39.1835637079162,15.971447997091,6.05751012468612,3.8749922526598,14.7847835530299,4.28829658965126,17010.8064597331,13.9215239035653
"4307",4309,"0000005",12.5,-73.982102,40.763281,-73.947289,40.781853,1,2.52572864430826,"2012","11",6,"3",23,"Night",3.58590785172514,43.0590888815506,39.8945792539181,15.4486102511871,6.92902448828832,4.62946281558281,15.7062604424613,5.35221014477744,17010.5404617266,14.8560036139457
"4308",4310,"0000003",8.5,-73.980133,40.780615,-73.954759,40.784127,1,2.14006616349627,"2012","11",15,"5",12,"Mid-Day",2.17179685390599,44.7905444366336,40.5524235155147,15.7617142644025,8.48702210536246,6.24487001653942,17.4082603401721,7.08662818124313,17011.4096866462,16.6251382771076
"4309",4311,"0000001",16.5,-73.980747,40.750243,-74.012541,40.70164,2,2.80336038090653,"2013","4",14,"1",10,"Mid-Day",6.03206360974218,41.8226971976705,31.3911835006989,24.0412053377824,6.73359372458095,7.80395940314933,6.23166999641133,6.81610960927814,17013.855473343,6.04264635091215
"4310",4312,"0000001",4.5,-73.980248,40.742703,-73.974835,40.747655,1,1.50407739677627,"2013","6",15,"7",23,"Night",0.71494513085136,40.8060958857705,35.434633197267,18.9964506383567,3.00240884705491,3.36704618463311,9.41761563064193,1.73618753344354,17011.5061270544,8.4382324736776
"4311",4313,"0000003",5,-73.982287,40.762515,-73.978478,40.7583,5,1.6094379124341,"2013","12",17,"3",6,"Morning",0.567966705233697,43.1831748098863,36.3225909913952,18.3959506279849,3.15839093164829,1.02831951317405,11.9905093377859,1.80439939866416,17012.6196338563,11.1885632020813
"4312",4314,"0000001",5.3,-73.928211,40.86516,-73.935785,40.850214,1,1.66770682055808,"2010","12",31,"6",21,"Night",1.77980868690321,54.6794913380152,55.3859380483753,20.0842289720623,25.981925162831,23.7180163799013,35.0361907637196,24.5568073318701,17008.7469501165,34.2874504050291
